0,1,2,3,4,5,6,7,8,9,10,11
에어서울,07:15ICN,09:05KIX,"직항, 01시간 50분",티웨이항공,15:30KIX,17:35ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 451,900원~",,
에어서울,13:10ICN,15:00KIX,"직항, 01시간 50분",16:00KIX,17:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 452,500원~",,,
티웨이항공,14:40ICN,16:30KIX,"직항, 01시간 50분",진에어,18:00KIX,19:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 452,600원~",,
진에어,08:00ICN,09:45KIX,"직항, 01시간 45분",이스타항공,18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 452,700원~",,
진에어,08:00ICN,09:45KIX,"직항, 01시간 45분",17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 453,600원~",,,
에어서울,15:20ICN,17:00KIX,"직항, 01시간 40분",제주항공,19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 454,400원~",,
이스타항공,09:05ICN,10:55KIX,"직항, 01시간 50분",에어서울,09:55KIX,11:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 456,200원~",,
에어부산,15:35ICN,17:30KIX,"직항, 01시간 55분",제주항공,11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 456,200원~",,
진에어,08:00ICN,09:45KIX,"직항, 01시간 45분",티웨이항공,10:55KIX,12:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 457,900원~",,
아시아나항공,14:10ICN,15:50KIX,"직항, 01시간 40분",에어서울,09:55KIX,11:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 458,200원~",,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 458,400원~",,
진에어,08:00ICN,09:45KIX,"직항, 01시간 45분",제주항공,09:50KIX,11:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 459,400원~",,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",에어부산,18:30KIX,20:35ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 459,500원~",,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",에어부산,15:25KIX,17:40ICN,"직항, 02시간 15분",성인/모든 결제수단,"왕복 459,500원~",,
에어서울,07:15ICN,09:05KIX,"직항, 01시간 50분",제주항공,11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 459,600원~",,
에어부산,09:45ICN,11:30KIX,"직항, 01시간 45분",이스타항공,11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 460,000원~",,
에어부산,12:35ICN,14:25KIX,"직항, 01시간 50분",이스타항공,11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 460,000원~",,
제주항공,09:10ICN,11:00KIX,"직항, 01시간 50분",이스타항공,18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 461,100원~",,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",에어부산,18:30KIX,20:35ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 461,300원~",,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",에어부산,15:25KIX,17:40ICN,"직항, 02시간 15분",성인/모든 결제수단,"왕복 461,300원~",,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",제주항공,19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 461,700원~",,
에어서울,07:15ICN,09:05KIX,"직항, 01시간 50분",16:00KIX,17:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 461,800원~",,,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 461,900원~",,,
진에어,08:55ICN,10:50KIX,"직항, 01시간 55분",에어서울,09:55KIX,11:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 462,300원~",,
티웨이항공,07:55ICN,09:45KIX,"직항, 01시간 50분",에어부산,18:30KIX,20:35ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 462,900원~",,
티웨이항공,12:10ICN,14:00KIX,"직항, 01시간 50분",에어부산,15:25KIX,17:40ICN,"직항, 02시간 15분",성인/모든 결제수단,"왕복 462,900원~",,
에어서울,15:20ICN,17:00KIX,"직항, 01시간 40분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 462,900원~",,
제주항공,07:00ICN,09:00KIX,"직항, 02시간 00분",11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 463,000원~",,,
에어서울,13:10ICN,15:00KIX,"직항, 01시간 50분",진에어,12:00KIX,14:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 463,400원~",,
에어부산,09:45ICN,11:30KIX,"직항, 01시간 45분",티웨이항공,10:55KIX,12:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 463,600원~",,
에어부산,12:35ICN,14:25KIX,"직항, 01시간 50분",티웨이항공,10:55KIX,12:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 463,600원~",,
에어서울,15:20ICN,17:00KIX,"직항, 01시간 40분",티웨이항공,17:30KIX,19:30ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 464,400원~",,
에어부산,09:45ICN,11:30KIX,"직항, 01시간 45분",제주항공,09:50KIX,11:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 465,100원~",,
에어부산,12:35ICN,14:25KIX,"직항, 01시간 50분",제주항공,09:50KIX,11:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 465,100원~",,
에어서울,15:20ICN,17:00KIX,"직항, 01시간 40분",진에어,18:00KIX,19:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 465,300원~",,
티웨이항공,07:55ICN,09:45KIX,"직항, 01시간 50분",17:30KIX,19:30ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 465,400원~",,,
티웨이항공,12:10ICN,14:00KIX,"직항, 01시간 50분",17:30KIX,19:30ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 465,400원~",,,
아시아나항공,19:10ICN,20:55KIX,"직항, 01시간 45분",에어서울,09:55KIX,11:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 465,800원~",,
진에어,08:55ICN,10:50KIX,"직항, 01시간 55분",17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 466,900원~",,,
이스타항공,15:05ICN,17:00KIX,"직항, 01시간 55분",에어서울,16:00KIX,17:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 467,300원~",,
티웨이항공,07:55ICN,09:45KIX,"직항, 01시간 50분",에어서울,16:00KIX,17:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 467,700원~",,
티웨이항공,12:10ICN,14:00KIX,"직항, 01시간 50분",에어서울,16:00KIX,17:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 467,700원~",,
에어부산,15:35ICN,17:30KIX,"직항, 01시간 55분",에어서울,16:00KIX,17:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 468,000원~",,
티웨이항공,14:40ICN,16:30KIX,"직항, 01시간 50분",진에어,17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 468,700원~",,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 470,400원~",,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",티웨이항공,17:30KIX,19:30ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 471,700원~",,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",진에어,18:00KIX,19:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 472,200원~",,
티웨이항공,12:10ICN,14:00KIX,"직항, 01시간 50분",제주항공,19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 472,500원~",,
제주항공,09:10ICN,11:00KIX,"직항, 01시간 50분",11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 473,000원~",,,
에어서울,07:15ICN,09:05KIX,"직항, 01시간 50분",진에어,12:00KIX,14:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 473,200원~",,
티웨이항공,07:55ICN,09:45KIX,"직항, 01시간 50분",진에어,18:00KIX,19:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 473,800원~",,
티웨이항공,12:10ICN,14:00KIX,"직항, 01시간 50분",진에어,18:00KIX,19:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 473,800원~",,
에어서울,13:10ICN,15:00KIX,"직항, 01시간 50분",제주항공,19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 473,900원~",,
아시아나항공,14:10ICN,15:50KIX,"직항, 01시간 40분",티웨이항공,10:55KIX,12:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 476,200원~",,
에어부산,09:45ICN,11:30KIX,"직항, 01시간 45분",이스타항공,18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 476,900원~",,
에어부산,12:35ICN,14:25KIX,"직항, 01시간 50분",이스타항공,18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 476,900원~",,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",티웨이항공,17:30KIX,19:30ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 479,430원~",,
이스타항공,09:05ICN,10:55KIX,"직항, 01시간 50분",11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 481,000원~",,,
에어서울,13:10ICN,15:00KIX,"직항, 01시간 50분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 482,400원~",,
제주항공,16:55ICN,18:40KIX,"직항, 01시간 45분",진에어,17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 484,500원~",,
에어서울,13:10ICN,15:00KIX,"직항, 01시간 50분",진에어,18:00KIX,19:55ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 484,800원~",,
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",티웨이항공,10:55KIX,12:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 485,600원~",,
아시아나항공,08:05ICN,09:40KIX,"직항, 01시간 35분",에어서울,09:55KIX,11:55ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 485,800원~",,
티웨이항공,07:55ICN,09:45KIX,"직항, 01시간 50분",진에어,17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 486,100원~",,
티웨이항공,12:10ICN,14:00KIX,"직항, 01시간 50분",진에어,17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 486,100원~",,
아시아나항공,14:10ICN,15:50KIX,"직항, 01시간 40분",이스타항공,11:50KIX,13:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 488,900원~",,
대한항공진에어 공동운항,09:00ICN,10:45KIX,"직항, 01시간 45분",11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 490,900원~",,,
대한항공진에어 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 490,900원~",,,
에어서울,07:15ICN,09:05KIX,"직항, 01시간 50분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 492,200원~",,
제주항공,07:00ICN,09:00KIX,"직항, 02시간 00분",19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 495,400원~",,,
이스타항공,09:05ICN,10:55KIX,"직항, 01시간 50분",18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 496,200원~",,,
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 499,000원~",,,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 500,300원~",,,
아시아나항공,14:10ICN,15:50KIX,"직항, 01시간 40분",티웨이항공,15:30KIX,17:35ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 500,800원~",,
제주항공,09:10ICN,11:00KIX,"직항, 01시간 50분",19:40KIX,21:40ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 504,800원~",,,
아시아나항공,14:10ICN,15:50KIX,"직항, 01시간 40분",이스타항공,18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 505,800원~",,
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",11:55KIX,14:00ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 508,600원~",,,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 508,600원~",,,
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",티웨이항공,15:30KIX,17:35ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 510,200원~",,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",11:55KIX,14:00ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 518,300원~",,,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",18:10KIX,20:15ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 518,300원~",,,
아시아나항공,08:05ICN,09:40KIX,"직항, 01시간 35분",이스타항공,18:00KIX,19:50ICN,"직항, 01시간 50분",성인/모든 결제수단,"왕복 525,800원~",,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",대한항공진에어 공동운항,11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 586,800원~",,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",진에어,17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 586,800원~",,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",진에어,11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 586,800원~",,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 602,500원~",,
ANA아시아나항공 공동운항,19:10ICN,20:55KIX,"직항, 01시간 45분",대한항공진에어 공동운항,11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 602,500원~",,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 603,300원~",,
일본항공대한항공 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",대한항공진에어 공동운항,11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 603,300원~",,
여러항공사동일가 다른 일정14,09:00ICN,22:20KIX,"경유 1, 13시간 20분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 620,300원~",,,
대한항공진에어 공동운항,08:00ICN,09:45KIX,"직항, 01시간 45분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 628,800원~",,
아시아나항공,19:10ICN,20:55KIX,"직항, 01시간 45분",대한항공진에어 공동운항,11:05KIX,13:10ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 628,800원~",,
여러항공사중국동방항공 공동운항동일가 다른 일정5,14:30ICN,21:00KIX,"경유 1, 06시간 30분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 630,000원~",,
여러항공사중국동방항공 공동운항동일가 다른 일정5,14:30ICN,21:00KIX,"경유 1, 06시간 30분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 631,100원~",,
여러항공사Ana 윙스 공동운항동일가 다른 일정2,09:00ICN,19:30KIX,"경유 1, 10시간 30분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 636,900원~",,,
여러항공사동일가 다른 일정5,12:05ICN,22:20KIX,"경유 1, 10시간 15분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 639,000원~",,,
ANA아시아나항공 공동운항,08:05ICN,09:40KIX,"직항, 01시간 35분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 643,400원~",,,
ANA아시아나항공 공동운항,19:10ICN,20:55KIX,"직항, 01시간 45분",17:00KIX,19:05ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 643,400원~",,,
ANA아시아나항공 공동운항,08:05ICN,09:40KIX,"직항, 01시간 35분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 644,200원~",,
일본항공대한항공 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",ANA아시아나항공 공동운항,17:00KIX,19:05ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 644,200원~",,
일본항공대한항공 공동운항,09:00ICN,10:45KIX,"직항, 01시간 45분",09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 645,000원~",,,
일본항공대한항공 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",18:10KIX,20:15ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 645,000원~",,,
진에어,15:00ICN,16:40KIX,"직항, 01시간 40분",대한항공,11:55KIX,14:00ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 645,300원~",,
대한항공,19:05ICN,21:00KIX,"직항, 01시간 55분",진에어,17:00KIX,19:10ICN,"직항, 02시간 10분",성인/모든 결제수단,"왕복 645,300원~",,
중국동방항공동일가 다른 일정2,16:20ICN,21:00KIX,+1일,"경유 1, 28시간 40분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 651,200원~",
여러항공사진에어 공동운항동일가 다른 일정3,07:40ICN,22:20KIX,"경유 1, 14시간 40분",09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 651,800원~",,,
여러항공사Ana 윙스 공동운항동일가 다른 일정2,12:05ICN,19:30KIX,"경유 1, 07시간 25분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 656,300원~",,,
여러항공사동일가 다른 일정14,09:00ICN,21:50KIX,"경유 1, 12시간 50분",10:50KIX,12:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 659,200원~",,,
중국국제항공동일가 다른 일정1,18:10ICN,12:40KIX,+1일,"경유 1, 18시간 30분",13:50KIX,11:50ICN,+1일,"경유 1, 22시간 00분",성인/모든 결제수단,"왕복 660,500원~",
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 660,900원~",,
아시아나항공,08:05ICN,09:40KIX,"직항, 01시간 35분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 661,100원~",,
아시아나항공,19:10ICN,20:55KIX,"직항, 01시간 45분",ANA아시아나항공 공동운항,17:00KIX,19:05ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 661,100원~",,
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 661,700원~",,
아시아나항공,08:05ICN,09:40KIX,"직항, 01시간 35분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 661,900원~",,
아시아나항공,19:10ICN,20:55KIX,"직항, 01시간 45분",일본항공대한항공 공동운항,18:10KIX,20:15ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 661,900원~",,
ANA아시아나항공 공동운항,19:10ICN,20:55KIX,"직항, 01시간 45분",대한항공,18:10KIX,20:15ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 665,700원~",,
일본항공대한항공 공동운항,09:00ICN,10:45KIX,"직항, 01시간 45분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 666,500원~",,
여러항공사중국동방항공 공동운항동일가 다른 일정2,14:30ICN,21:00KIX,"경유 1, 06시간 30분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 673,400원~",,
여러항공사중국동방항공 공동운항동일가 다른 일정2,14:30ICN,21:00KIX,"경유 1, 06시간 30분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 674,200원~",,
중국동방항공동일가 다른 일정2,16:20ICN,21:00KIX,+1일,"경유 1, 28시간 40분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 674,800원~",
중국하문항공동일가 다른 일정2,13:45ICN,17:55KIX,+1일,"경유 1, 28시간 10분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 679,800원~",
여러항공사동일가 다른 일정5,12:05ICN,21:50KIX,"경유 1, 09시간 45분",10:50KIX,12:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 680,000원~",,,
대한항공,19:05ICN,21:00KIX,"직항, 01시간 55분",일본항공대한항공 공동운항,18:10KIX,20:15ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 680,900원~",,
일본항공대한항공 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",대한항공,18:10KIX,20:15ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 688,700원~",,
ANA아시아나항공 공동운항,08:05ICN,09:40KIX,"직항, 01시간 35분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 691,100원~",,
ANA아시아나항공 공동운항,19:10ICN,20:55KIX,"직항, 01시간 45분",아시아나항공,17:00KIX,19:05ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 691,100원~",,
일본항공대한항공 공동운항,09:00ICN,10:45KIX,"직항, 01시간 45분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 692,700원~",,
일본항공대한항공 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 692,700원~",,
산동항공,22:05ICN,20:45KIX,+1일,"경유 1, 22시간 40분",21:45KIX,10:45ICN,+1일,"경유 1, 13시간 00분",성인/모든 결제수단,"왕복 694,300원~",
일본항공대한항공 공동운항,19:05ICN,21:00KIX,"직항, 01시간 55분",아시아나항공,10:50KIX,12:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 698,200원~",,
일본항공대한항공 공동운항,15:10ICN,17:00KIX,"직항, 01시간 50분",아시아나항공,17:00KIX,19:05ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 698,200원~",,
아시아나항공,19:10ICN,20:55KIX,"직항, 01시간 45분",대한항공,11:55KIX,14:00ICN,"직항, 02시간 05분",성인/모든 결제수단,"왕복 719,400원~",,
아시아나항공,08:05ICN,09:40KIX,"직항, 01시간 35분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 719,400원~",,
대한항공,09:00ICN,10:45KIX,"직항, 01시간 45분",아시아나항공,10:50KIX,12:50ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 719,700원~",,
대한항공,15:10ICN,17:00KIX,"직항, 01시간 50분",아시아나항공,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 719,700원~",,
산동항공,11:45ICN,20:45KIX,"경유 1, 09시간 00분",21:45KIX,10:45ICN,+1일,"경유 1, 13시간 00분",성인/모든 결제수단,"왕복 719,800원~",,
중국동방항공동일가 다른 일정2,14:40ICN,14:45KIX,+1일,"경유 1, 24시간 05분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 735,600원~",
중국동방항공동일가 다른 일정2,14:40ICN,14:45KIX,+1일,"경유 1, 24시간 05분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 736,400원~",
ANA아시아나항공 공동운항동일가 다른 일정2,08:05ICN,09:40KIX,"직항, 01시간 35분",여러항공사,19:20KIX,11:25ICN,+1일,"경유 1, 16시간 05분",성인/모든 결제수단,"왕복 767,000원~",
일본항공대한항공 등 공동운항동일가 다른 일정8,09:00ICN,10:45KIX,"직항, 01시간 45분",10:10KIX,16:50ICN,"경유 1, 06시간 40분",성인/모든 결제수단,"왕복 768,200원~",,,
일본항공대한항공 등 공동운항동일가 다른 일정5,09:55ICN,17:45KIX,"경유 1, 07시간 50분",09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 769,100원~",,,
일본항공대한항공 공동운항동일가 다른 일정3,09:00ICN,10:45KIX,"직항, 01시간 45분",21:10KIX,04:50ICN,+1일,"경유 1, 07시간 40분",성인/모든 결제수단,"왕복 784,200원~",,
중국동방항공,16:20ICN,21:00KIX,+1일,"경유 1, 28시간 40분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 830,700원~",,
ANA아시아나항공 공동운항동일가 다른 일정5,08:05ICN,09:40KIX,"직항, 01시간 35분",중국동방항공,14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 832,000원~",,
일본항공대한항공 공동운항동일가 다른 일정5,09:00ICN,10:45KIX,"직항, 01시간 45분",중국동방항공,14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 832,800원~",,
중국동방항공동일가 다른 일정2,14:30ICN,21:00KIX,"경유 1, 06시간 30분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 833,400원~",,
중국동방항공동일가 다른 일정2,14:30ICN,21:00KIX,"경유 1, 06시간 30분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 834,200원~",,
여러항공사중국동방항공 등 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",09:55KIX,17:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 869,300원~",,,
여러항공사중국동방항공 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",09:55KIX,20:45ICN,"경유 1, 10시간 50분",성인/모든 결제수단,"왕복 882,600원~",,,
상해항공중국동방항공 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",09:55KIX,20:45ICN,"경유 1, 10시간 50분",성인/모든 결제수단,"왕복 888,500원~",,,
상해항공중국동방항공 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",09:55KIX,17:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 889,295원~",,,
