0,1,2,3,4,5,6,7,8,9,10,11
중국동방항공동일가 다른 일정2,12:55ICN,21:00KIX,"경유 1, 08시간 05분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 893,400원~",,
중국동방항공동일가 다른 일정2,12:55ICN,21:00KIX,"경유 1, 08시간 05분",일본항공대한항공 공동운항,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 894,200원~",,
중국동방항공,14:40ICN,14:45KIX,+1일,"경유 1, 24시간 05분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 896,500원~",,
여러항공사,14:40ICN,14:45KIX,+1일,"경유 1, 24시간 05분",19:20KIX,11:25ICN,+1일,"경유 1, 16시간 05분",성인/모든 결제수단,"왕복 898,500원~",
중국국제항공동일가 다른 일정1,18:10ICN,12:40KIX,+1일,"경유 1, 18시간 30분",12:15KIX,12:30ICN,+1일,"경유 1, 24시간 15분",성인/모든 결제수단,"왕복 905,100원~",
상해항공중국동방항공 공동운항,12:55ICN,21:00KIX,"경유 1, 08시간 05분",09:55KIX,20:45ICN,"경유 1, 10시간 50분",성인/모든 결제수단,"왕복 913,500원~",,,
상해항공중국동방항공 공동운항,12:55ICN,21:00KIX,"경유 1, 08시간 05분",09:55KIX,17:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 925,900원~",,,
일본항공대한항공 등 공동운항동일가 다른 일정11,12:55ICN,20:00KIX,"경유 1, 07시간 05분",09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 931,700원~",,,
상해항공중국동방항공 공동운항동일가 다른 일정1,14:30ICN,21:00KIX,"경유 1, 06시간 30분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 936,000원~",,,
상해항공중국동방항공 공동운항동일가 다른 일정1,12:55ICN,21:00KIX,"경유 1, 08시간 05분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 961,000원~",,,
상해항공중국동방항공 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",16:30KIX,20:45ICN,+1일,"경유 1, 28시간 15분",성인/모든 결제수단,"왕복 963,400원~",,
상해항공중국동방항공 등 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",10:10KIX,17:25ICN,"경유 1, 07시간 15분",성인/모든 결제수단,"왕복 966,600원~",,,
상해항공중국동방항공 공동운항동일가 다른 일정1,14:30ICN,21:00KIX,"경유 1, 06시간 30분",16:30KIX,11:55ICN,+1일,"경유 1, 19시간 25분",성인/모든 결제수단,"왕복 988,400원~",,
ANA아시아나항공 공동운항동일가 다른 일정8,08:05ICN,09:40KIX,"직항, 01시간 35분",일본항공제트스타재팬 등 공동운항,10:10KIX,16:50ICN,"경유 1, 06시간 40분",성인/모든 결제수단,"왕복 988,600원~",,
일본항공대한항공 등 공동운항동일가 다른 일정5,09:55ICN,17:45KIX,"경유 1, 07시간 50분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 989,500원~",,
여러항공사동일가 다른 일정5,20:00ICN,15:30KIX,+1일,"경유 1, 19시간 30분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 996,100원~",,
여러항공사동일가 다른 일정5,14:10ICN,20:15KIX,"경유 1, 06시간 05분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 998,500원~",,,
대한항공동일가 다른 일정8,09:00ICN,10:45KIX,"직항, 01시간 45분",일본항공제트스타재팬 등 공동운항,10:10KIX,16:50ICN,"경유 1, 06시간 40분",성인/모든 결제수단,"왕복 1,010,900원~",,
일본항공대한항공 등 공동운항동일가 다른 일정5,09:55ICN,17:45KIX,"경유 1, 07시간 50분",대한항공,09:20KIX,11:15ICN,"직항, 01시간 55분",성인/모든 결제수단,"왕복 1,011,800원~",,
상해항공중국동방항공 공동운항,14:30ICN,13:20KIX,+1일,"경유 1, 22시간 50분",09:55KIX,20:45ICN,"경유 1, 10시간 50분",성인/모든 결제수단,"왕복 1,015,300원~",,
상해항공중국동방항공 공동운항,14:30ICN,13:20KIX,+1일,"경유 1, 22시간 50분",09:55KIX,17:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 1,022,500원~",,
중국하문항공,13:45ICN,17:55KIX,+1일,"경유 1, 28시간 10분",18:55KIX,12:35ICN,+1일,"경유 1, 17시간 40분",성인/모든 결제수단,"왕복 1,043,300원~",
중국동방항공,14:30ICN,21:00KIX,"경유 1, 06시간 30분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 1,045,308원~",,,
중국국제항공아시아나항공 등 공동운항,09:00ICN,16:20KIX,"경유 1, 07시간 20분",13:50KIX,11:50ICN,+1일,"경유 1, 22시간 00분",성인/모든 결제수단,"왕복 1,081,100원~",,
중국동방항공,12:55ICN,21:00KIX,"경유 1, 08시간 05분",상해항공중국동방항공 공동운항,09:55KIX,20:45ICN,"경유 1, 10시간 50분",성인/모든 결제수단,"왕복 1,108,400원~",,
상해항공중국동방항공 공동운항,14:30ICN,21:00KIX,"경유 1, 06시간 30분",중국동방항공준야오항공 공동운항,12:10KIX,20:45ICN,"경유 1, 08시간 35분",성인/모든 결제수단,"왕복 1,137,400원~",,
여러항공사동일가 다른 일정5,15:00ICN,12:40KIX,+1일,"경유 1, 21시간 40분",09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 1,143,300원~",,
중국동방항공동일가 다른 일정1,12:55ICN,21:00KIX,"경유 1, 08시간 05분",상해항공중국동방항공 공동운항,14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 1,155,900원~",,
상해항공중국동방항공 공동운항,12:55ICN,21:00KIX,"경유 1, 08시간 05분",중국동방항공준야오항공 공동운항,12:10KIX,20:45ICN,"경유 1, 08시간 35분",성인/모든 결제수단,"왕복 1,162,400원~",,
중국국제항공아시아나항공 등 공동운항,09:00ICN,16:20KIX,"경유 1, 07시간 20분",12:55KIX,21:10ICN,"경유 1, 08시간 15분",성인/모든 결제수단,"왕복 1,174,000원~",,,
여러항공사동일가 다른 일정5,08:05ICN,09:40KIX,"직항, 01시간 35분",17:20KIX,11:20ICN,+1일,"경유 1, 18시간 00분",성인/모든 결제수단,"왕복 1,178,900원~",,
비엣젯항공,06:25ICN,14:30KIX,+1일,"경유 1, 32시간 05분",15:30KIX,05:25ICN,+1일,"경유 1, 13시간 55분",성인/모든 결제수단,"왕복 1,208,100원~",
여러항공사,14:10ICN,20:15KIX,"경유 1, 06시간 05분",12:10KIX,19:20ICN,"경유 1, 07시간 10분",성인/모든 결제수단,"왕복 1,250,451원~",,,
여러항공사동일가 다른 일정3,20:00ICN,15:30KIX,+1일,"경유 1, 19시간 30분",17:20KIX,11:20ICN,+1일,"경유 1, 18시간 00분",성인/모든 결제수단,"왕복 1,291,000원~",
여러항공사동일가 다른 일정3,15:00ICN,12:40KIX,+1일,"경유 1, 21시간 40분",13:50KIX,13:45ICN,+1일,"경유 1, 23시간 55분",성인/모든 결제수단,"왕복 1,351,300원~",
ANA아시아나항공 공동운항동일가 다른 일정2,08:05ICN,09:40KIX,"직항, 01시간 35분",중국동방항공일본항공 등 공동운항,10:10KIX,17:25ICN,"경유 1, 07시간 15분",성인/모든 결제수단,"왕복 1,355,900원~",,
중국동방항공준야오항공 공동운항,12:55ICN,21:00KIX,"경유 1, 08시간 05분",12:10KIX,20:45ICN,"경유 1, 08시간 35분",성인/모든 결제수단,"왕복 1,394,800원~",,,
여러항공사동일가 다른 일정5,08:05ICN,09:40KIX,"직항, 01시간 35분",13:50KIX,13:45ICN,+1일,"경유 1, 23시간 55분",성인/모든 결제수단,"왕복 1,462,800원~",,
홍콩항공,14:35ICN,07:15KIX,+1일,"경유 1, 16시간 40분",08:25KIX,13:35ICN,+1일,"경유 1, 29시간 10분",성인/모든 결제수단,"왕복 1,473,300원~",
홍콩항공,14:35ICN,22:00KIX,+1일,"경유 1, 31시간 25분",08:25KIX,13:35ICN,+1일,"경유 1, 29시간 10분",성인/모든 결제수단,"왕복 1,493,400원~",
ANA아시아나항공 공동운항동일가 다른 일정2,08:05ICN,09:40KIX,"직항, 01시간 35분",중국동방항공준야오항공 공동운항,12:10KIX,20:45ICN,"경유 1, 08시간 35분",성인/모든 결제수단,"왕복 1,511,100원~",,
홍콩항공,14:35ICN,07:15KIX,+1일,"경유 1, 16시간 40분",23:00KIX,13:35ICN,+1일,"경유 1, 14시간 35분",성인/모든 결제수단,"왕복 1,539,600원~",
일본항공대한항공 등 공동운항,12:55ICN,20:00KIX,"경유 1, 07시간 05분",21:10KIX,04:50ICN,+1일,"경유 1, 07시간 40분",성인/모든 결제수단,"왕복 1,555,500원~",,
일본항공대한항공 등 공동운항,12:55ICN,20:00KIX,"경유 1, 07시간 05분",10:10KIX,16:50ICN,"경유 1, 06시간 40분",성인/모든 결제수단,"왕복 1,556,200원~",,,
홍콩항공,14:35ICN,22:00KIX,+1일,"경유 1, 31시간 25분",23:00KIX,13:35ICN,+1일,"경유 1, 14시간 35분",성인/모든 결제수단,"왕복 1,559,700원~",
홍콩항공,14:35ICN,16:05KIX,+1일,"경유 1, 25시간 30분",08:25KIX,13:35ICN,+1일,"경유 1, 29시간 10분",성인/모든 결제수단,"왕복 1,639,400원~",
홍콩항공,14:35ICN,16:05KIX,+1일,"경유 1, 25시간 30분",23:00KIX,13:35ICN,+1일,"경유 1, 14시간 35분",성인/모든 결제수단,"왕복 1,705,700원~",
ANA아시아나항공 등 공동운항,09:40ICN,20:25KIX,"경유 1, 10시간 45분",08:00KIX,15:25ICN,"경유 1, 07시간 25분",성인/모든 결제수단,"왕복 1,712,500원~",,,
대한항공동일가 다른 일정5,09:00ICN,10:45KIX,"직항, 01시간 45분",홍콩항공,23:00KIX,13:35ICN,+1일,"경유 1, 14시간 35분",성인/모든 결제수단,"왕복 1,732,600원~",
대한항공동일가 다른 일정11,09:00ICN,10:45KIX,"직항, 01시간 45분",홍콩항공,17:05KIX,13:35ICN,+1일,"경유 1, 20시간 30분",성인/모든 결제수단,"왕복 1,752,700원~",
중국동방항공준야오항공 공동운항,12:55ICN,20:15KIX,"경유 1, 07시간 20분",상해항공중국동방항공 공동운항,09:55KIX,17:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 1,846,200원~",,
중국동방항공준야오항공 공동운항,12:55ICN,20:15KIX,"경유 1, 07시간 20분",상해항공중국동방항공 공동운항,09:55KIX,20:45ICN,"경유 1, 10시간 50분",성인/모든 결제수단,"왕복 1,871,200원~",,
중국동방항공준야오항공 등 공동운항,12:55ICN,20:15KIX,"경유 1, 07시간 20분",10:10KIX,17:25ICN,"경유 1, 07시간 15분",성인/모든 결제수단,"왕복 1,877,700원~",,,
중국동방항공준야오항공 공동운항동일가 다른 일정1,12:55ICN,20:15KIX,"경유 1, 07시간 20분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 1,884,600원~",,,
홍콩항공,14:35ICN,07:15KIX,+1일,"경유 1, 16시간 40분",17:05KIX,13:35ICN,+1일,"경유 1, 20시간 30분",성인/모든 결제수단,"왕복 1,936,300원~",
ANA아시아나항공 공동운항동일가 다른 일정2,08:05ICN,09:40KIX,"직항, 01시간 35분",여러항공사중국동방항공 등 공동운항,09:55KIX,17:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 1,944,200원~",,
여러항공사준야오항공 등 공동운항,12:55ICN,20:15KIX,"경유 1, 07시간 20분",14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 1,946,200원~",,,
홍콩항공,14:35ICN,22:00KIX,+1일,"경유 1, 31시간 25분",17:05KIX,13:35ICN,+1일,"경유 1, 20시간 30분",성인/모든 결제수단,"왕복 1,956,400원~",
ANA아시아나항공 공동운항동일가 다른 일정2,08:05ICN,09:40KIX,"직항, 01시간 35분",여러항공사중국동방항공 공동운항,14:20KIX,20:45ICN,"경유 1, 06시간 25분",성인/모든 결제수단,"왕복 1,969,200원~",,
홍콩항공,14:35ICN,16:05KIX,+1일,"경유 1, 25시간 30분",17:05KIX,13:35ICN,+1일,"경유 1, 20시간 30분",성인/모든 결제수단,"왕복 2,102,400원~",
중국동방항공준야오항공 공동운항,12:55ICN,20:15KIX,"경유 1, 07시간 20분",12:10KIX,20:45ICN,"경유 1, 08시간 35분",성인/모든 결제수단,"왕복 2,120,100원~",,,
중국동방항공준야오항공 공동운항동일가 다른 일정2,12:55ICN,20:15KIX,"경유 1, 07시간 20분",ANA아시아나항공 공동운항,09:00KIX,11:00ICN,"직항, 02시간 00분",성인/모든 결제수단,"왕복 2,205,600원~",,
에바항공아시아나항공 공동운항,09:45ICN,16:25KIX,"경유 1, 06시간 40분",10:55KIX,18:45ICN,"경유 1, 07시간 50분",성인/모든 결제수단,"왕복 2,710,200원~",,,
에바항공아시아나항공 공동운항동일가 다른 일정1,09:45ICN,16:25KIX,"경유 1, 06시간 40분",12:55KIX,20:25ICN,"경유 1, 07시간 30분",성인/모든 결제수단,"왕복 2,890,200원~",,,
여러항공사동일가 다른 일정3,15:00ICN,12:40KIX,+1일,"경유 1, 21시간 40분",여러항공사,17:20KIX,11:20ICN,+1일,"경유 1, 18시간 00분",성인/모든 결제수단,"왕복 2,903,700원~"
여러항공사동일가 다른 일정3,20:00ICN,15:30KIX,+1일,"경유 1, 19시간 30분",여러항공사,13:50KIX,13:45ICN,+1일,"경유 1, 23시간 55분",성인/모든 결제수단,"왕복 2,973,000원~"
캐세이퍼시픽항공,10:10ICN,21:05KIX,"경유 1, 10시간 55분",10:00KIX,21:15ICN,"경유 1, 11시간 15분",성인/모든 결제수단,"왕복 3,385,500원~",,,
캐세이퍼시픽항공동일가 다른 일정2,19:35ICN,06:20KIX,+1일,"경유 1, 10시간 45분",09:30KIX,18:35ICN,"경유 1, 09시간 05분",성인/모든 결제수단,"왕복 3,395,500원~",,
캐세이퍼시픽항공동일가 다른 일정2,19:35ICN,12:45KIX,+1일,"경유 1, 17시간 10분",10:00KIX,21:15ICN,"경유 1, 11시간 15분",성인/모든 결제수단,"왕복 3,405,600원~",,
